2015-03-12 00:32:31, INFO, cn.edu.jnu.ie.backend.IndexerWriter, main Indexing100 documents
2015-03-12 00:58:09, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8959246460858064
2015-03-12 00:58:10, INFO, cn.edu.jnu.ie.nlp.Classifier, main 我的手机要换了，不如买部三星手机	opin	
2015-03-12 00:58:10, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8019685075976103
2015-03-12 00:58:10, INFO, cn.edu.jnu.ie.nlp.Classifier, main 现在的国产机都很高大上的样子，好像不比三星差	opin	
2015-03-12 00:58:10, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9804569603261782
2015-03-12 00:58:11, INFO, cn.edu.jnu.ie.nlp.Classifier, main 3月8日国行手机报价，三星A7000-16G跌价白/黑报2470/2470，S5联通双卡/G9006W白/黑报2800/2780；苹果6代-16G三网(4.7寸)灰/金/银报5000/5030/5050；大神X7移动4G白报1620；其它热机报价详阅下图	opin	
2015-03-12 00:58:11, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9769122864164034
2015-03-12 00:58:11, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星旗舰Galaxy S6屏幕大缺陷：触摸失灵、偏移：当手指的触摸操作靠近屏幕边框时，其屏幕传感器突然出现偶尔失灵的情况，勉强可以识别触摸操作，屏幕边缘则根本无法触到，或者说完全没反应	opin	
2015-03-12 00:58:11, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9888908806900275
2015-03-12 00:58:12, INFO, cn.edu.jnu.ie.nlp.Classifier, main 拼人品的时候到了	opin	
2015-03-12 00:58:12, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8210667679688215
2015-03-12 00:58:12, INFO, cn.edu.jnu.ie.nlp.Classifier, main 内容精选: 1）亚马逊入驻天猫试运营，网友：没流量太尴尬	opin	
2015-03-12 00:58:12, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9630039899231618
2015-03-12 00:58:13, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星 GALAXY S6  这么摔下来好心疼哇作为处女座好想秒速穿越到现场在下面接住	opin	
2015-03-12 00:58:13, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9036794457424493
2015-03-12 00:58:13, INFO, cn.edu.jnu.ie.nlp.Classifier, main 告诉我为什么我手机客户端一会安卓一会三星一会三星安卓机	opin	
2015-03-12 00:58:13, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8097190014188808
2015-03-12 00:58:13, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星N9009 note3 2013年 手机类型 3G手机，智能手机，拍照手机，	opin	
2015-03-12 00:58:13, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8362740407066697
2015-03-12 00:58:13, INFO, cn.edu.jnu.ie.nlp.Classifier, main [黑莓BES12 更新版本12.1]据黑莓官方BES12 最新版本Version 12.1，此次最大的特点： 支持三星KNOX	opin	
2015-03-12 00:58:13, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8226096758299115
2015-03-12 00:58:13, INFO, cn.edu.jnu.ie.nlp.Classifier, main 读datasheet&#8250;三星KNOX, 集成与微软&#174;Lync和IBM Sametime&#174;&#174;&#174;黑莓10企业即时通讯 强化黑莓10政府/安全功能的管理支持域间用户迁	opin	
2015-03-12 00:58:13, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8323473221959071
2015-03-12 00:58:13, INFO, cn.edu.jnu.ie.backend.IndexerWriter, main Indexing100 documents
2015-03-12 00:58:14, ERROR, cn.edu.jnu.ie.backend.IndexerWriter, main Can not connect Solr Server
2015-03-12 00:58:14, INFO, cn.edu.jnu.ie.nlp.Classifier, main 强烈支持转发	opin	
2015-03-12 00:58:14, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8344136592698388
2015-03-12 00:58:14, INFO, cn.edu.jnu.ie.nlp.Classifier, main 转发此微博:期待~	noop	
2015-03-12 00:58:14, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8454618045737344
2015-03-12 00:58:15, INFO, cn.edu.jnu.ie.nlp.Classifier, main #锦晋生活圈-生活资讯#内容精选: 1）PCH 收购美国闪购网站 Fab.com；2）第四季度智能手机销量报告：苹果超三星荣登第一；3）京东发布2014第四季度财报：净亏损7320万美元；4）PayPal收购移动支付初创公司Paydiant负责人加盟Oculus；5）德佑与链家合并打造万亿级房产O2O平台	opin	
2015-03-12 00:58:15, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9091531135187203
2015-03-12 00:58:15, INFO, cn.edu.jnu.ie.nlp.Classifier, main 不要再埋汰 三星 galaxynokia 了，都霸气侧漏了，虽然还是漏了	opin	
2015-03-12 00:58:15, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8990536083663719
2015-03-12 00:58:16, INFO, cn.edu.jnu.ie.nlp.Classifier, main 拼人品的时候到了	opin	
2015-03-12 00:58:16, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8210667679688215
2015-03-12 00:58:16, INFO, cn.edu.jnu.ie.nlp.Classifier, main 一直以来美图M2那么受欢迎、直接跟卡西欧TR系列相比呢，必然有他的强大功能，随身携带方便的步步高vivox5max.国际品牌的三星GALAXY A7 TR500请大家支持国产手机，华为手机，小米M4 魅族信pin222666	opin	
2015-03-12 00:58:16, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9547656451489217
2015-03-12 00:58:17, INFO, cn.edu.jnu.ie.nlp.Classifier, main 世贸三星体验店既日起至年5月6日 买：i9200.i9100送：移动电源或奥运背包 买：s5690.s7520·s7500赠：莫凡手机包 买：i9003.i8150.i9070.i9103赠：奥运雨伞或奥运购物袋 买：3520.3850.5360.5380.6102.6500.3312赠：奥运便签本·礼品有限 送完为止	opin	
2015-03-12 00:58:17, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9705193251207853
2015-03-12 00:58:18, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星旗舰Galaxy S6屏幕大缺陷：触摸失灵、偏移：当手指的触摸操作靠近屏幕边框时，其屏幕传感器突然出现偶尔失灵的情况，勉强可以识别触摸操作，屏幕边缘则根本无法触到，或者说完全没反应	opin	
2015-03-12 00:58:18, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9888908806900275
2015-03-12 00:58:18, INFO, cn.edu.jnu.ie.nlp.Classifier, main 拼人品的时候到了	opin	
2015-03-12 00:58:18, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8210667679688215
2015-03-12 00:58:19, INFO, cn.edu.jnu.ie.nlp.Classifier, main 特价 特价手机防水袋，适用于漂流，温泉，游泳等水上活动，可触屏，可拍照	opin	
2015-03-12 00:58:19, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8440715802421898
2015-03-12 00:58:19, INFO, cn.edu.jnu.ie.nlp.Classifier, main 全新正品📲苹果4s到6p 三星s5～Note3～Note4 烟台本地支持实体店验机 下单优惠啦	opin	
2015-03-12 00:58:19, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9073066170058702
2015-03-12 00:58:20, INFO, cn.edu.jnu.ie.nlp.Classifier, main 这当然“三星GALAXYS6”嘻	opin	
2015-03-12 00:58:20, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.82710737649166
2015-03-12 00:58:20, INFO, cn.edu.jnu.ie.nlp.Classifier, main 不错的奖品，你我一起得奖，加油	opin	
2015-03-12 00:58:20, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9369292642281997
2015-03-12 00:58:21, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星u808动态，提供权威、全面、专业、及时的三星u808资讯，将众多三星u808资讯进行浓缩，内容饱满详实，展现形式丰富，是对三星u808感兴趣的相关朋友获取三星u808资讯的重要平台	opin	
2015-03-12 00:58:21, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9543374556826708
2015-03-12 00:58:21, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星 GALAXY S6  这么摔下来好心疼哇作为处女座好想秒速穿越到现场在下面接住duang～	opin	
2015-03-12 00:58:21, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9173270983542555
2015-03-12 00:58:22, INFO, cn.edu.jnu.ie.nlp.Classifier, main 拼人品的时候到了	opin	
2015-03-12 00:58:22, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8210667679688215
2015-03-12 00:58:22, INFO, cn.edu.jnu.ie.nlp.Classifier, main 苹果同学很认真，三星一直在抄作业，黑莓躲在角落里自己跟自己玩，摩托很悠闲，htc是个插班生，诺基亚倒是个好孩子，但最近有些近视了	opin	
2015-03-12 00:58:22, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9965629272515641
2015-03-12 00:58:23, INFO, cn.edu.jnu.ie.nlp.Classifier, main 甜蜜蜜，好活动一定要多多宣传	opin	
2015-03-12 00:58:23, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8101931649498584
2015-03-12 00:58:23, INFO, cn.edu.jnu.ie.backend.IndexerWriter, main Indexing100 documents
2015-03-12 00:58:23, ERROR, cn.edu.jnu.ie.backend.IndexerWriter, main Can not connect Solr Server
2015-03-12 00:58:23, INFO, cn.edu.jnu.ie.nlp.Classifier, main 拼人品的时候到了	opin	
2015-03-12 00:58:23, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8210667679688215
2015-03-12 00:58:23, INFO, cn.edu.jnu.ie.nlp.Classifier, main 这里数量庞大的青铜人像、动物不归属于中原青铜器的任何一类	opin	
2015-03-12 00:58:23, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.809332298812155
2015-03-12 00:58:24, INFO, cn.edu.jnu.ie.nlp.Classifier, main Duang一个特效~~ 三星空气净化器AX9000化身，室内空间高效净化，还你清新空气保护你	opin	
2015-03-12 00:58:24, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8993014542546584
2015-03-12 00:58:24, INFO, cn.edu.jnu.ie.nlp.Classifier, main 拼人品的时候到了	opin	
2015-03-12 00:58:24, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8210667679688215
2015-03-12 00:58:24, INFO, cn.edu.jnu.ie.nlp.Classifier, main 我特么就是用三星//@-兎熊-: 来来来	noop	
2015-03-12 00:58:24, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9659079930884052
2015-03-12 00:58:25, INFO, cn.edu.jnu.ie.nlp.Classifier, main 故事是以從前和現在兩條脈絡同時展開的，所以在剪輯上未免有些混亂，而且想要表達的主題過多，有對性工作者的同情，也有對自我的放下和救贖	noop	
2015-03-12 00:58:25, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8772975519770273
2015-03-12 00:58:25, INFO, cn.edu.jnu.ie.nlp.Classifier, main 从12月份拿到mx4到现在已经刷新了我对手机死机的认识，拍拍照会死机，手机拿着拿着会死机，打字会键盘停止，看图片看看也死机，nubia是卡，是会掉螺丝，但是也不死机啊，用到现在，安卓里也就三星好用点，华为用着也挺舒服，但就是小bug老是不解决，哎	opin	
2015-03-12 00:58:25, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8910743713840699
2015-03-12 00:58:25, INFO, cn.edu.jnu.ie.nlp.Classifier, main 太诡异了，富豪的一张新宅照竟让风水师丢了魂	opin	
2015-03-12 00:58:25, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9663308574523619
2015-03-12 00:58:25, INFO, cn.edu.jnu.ie.nlp.Classifier, main 力将书夹紧，不要让书肤和干性肌肤的特点，无表情的看着她	opin	
2015-03-12 00:58:25, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8573493891733851
2015-03-12 00:58:25, INFO, cn.edu.jnu.ie.nlp.Classifier, main “想，出土的“三星堆人”	opin	
2015-03-12 00:58:25, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8639287978572464
2015-03-12 00:58:26, INFO, cn.edu.jnu.ie.nlp.Classifier, main 不管中不中奖，我都来支持小编的工作，我们一起加油	opin	
2015-03-12 00:58:26, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8878859301621056
2015-03-12 00:58:27, INFO, cn.edu.jnu.ie.nlp.Classifier, main 《永远十六岁》 我的评分：★★★ 三星半	opin	
2015-03-12 00:58:27, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8358544280882934
2015-03-12 00:58:27, INFO, cn.edu.jnu.ie.nlp.Classifier, main 成年人的青春片，活在当下不计较未来的心态其实挺好，kk和暴力萝的搭配也很Q，前半段觉得还蛮好，后半段就有点收不住，28岁蜕层皮，故事才刚刚开始	opin	
2015-03-12 00:58:27, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9961526219165494
2015-03-12 00:58:27, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星GALAXYS6Duang约么，哈哈哈	opin	
2015-03-12 00:58:27, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.829302952155016
2015-03-12 00:58:27, INFO, cn.edu.jnu.ie.nlp.Classifier, main 《超能陆战队》 我的评分：★★★★ 前半段非常好，好莱坞最拿手的极客式浪漫，组成战队以后就、、充满了童趣😓、、三星半	opin	
2015-03-12 00:58:27, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9733093788033913
2015-03-12 00:58:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main 拼人品的时候到了	opin	
2015-03-12 00:58:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8210667679688215
2015-03-12 00:58:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main 大力支持，希望好运垂怜我，让我中个吧，太期待了	opin	
2015-03-12 00:58:28, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.986709179922607
2015-03-12 00:58:29, INFO, cn.edu.jnu.ie.nlp.Classifier, main 一直以来美图M2那么受欢迎、直接跟卡西欧TR系列相比呢，必然有他的强大功能，随身携带方便的步步高vivox5max.国际品牌的三星GALAXY A7 TR500请大家支持国产手机，华为手机，小米M4 魅族信pin222666	opin	
2015-03-12 00:58:29, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9547656451489217
2015-03-12 00:58:29, INFO, cn.edu.jnu.ie.nlp.Classifier, main 三星GALAXYS6，duang我一下啊	opin	
2015-03-12 00:58:29, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8483404757599216
2015-03-12 00:58:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main 双曲面的S6是近年来三星颜值最高的手机，忽然有点期待了，虽然买不起// 《惊艳双曲面屏 三星GALAXY S6 Edge速评》	opin	
2015-03-12 00:58:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9390594553382186
2015-03-12 00:58:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main 看过《木星上行》：视觉三星，吉列姆的西装加一星，没了	opin	
2015-03-12 00:58:30, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9141011973316543
2015-03-12 00:58:31, INFO, cn.edu.jnu.ie.nlp.Classifier, main 拼人品的时候到了	opin	
2015-03-12 00:58:31, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.8210667679688215
2015-03-12 00:58:31, INFO, cn.edu.jnu.ie.nlp.Classifier, main 它提供黑、白、蓝、绿、橙、粉红六种颜色的底壳，配套针及三色线，绘制上你独特的个性图案，如超级玛丽，海绵宝宝，威尼熊等，让你的iPhone 4变得与众不同	opin	
2015-03-12 00:58:31, INFO, cn.edu.jnu.ie.nlp.Classifier, main prob = 0.9949409310800567
2015-03-12 00:58:31, INFO, cn.edu.jnu.ie.nlp.Classifier, main 虽然这里有上千个主播，百万的节目，一天二十四小时不断更新，但我还是觉得 的节目最有趣，献朵小花支持你	opin	
